#,Token,,Price,Change (%),Volume (24H),Circulating Market Cap,Onchain Market Cap,Holders,Id
818,Vabble(VAB),,$0.00360.000001 ETH,-1.08%,"$17,954.00 ","$3,351,904.00 ","$5,286,672.14 ",52820.00%,0xe7ae6d0c56cacaf007b7e4d312f9af686a9e9a04
819,yAxis V2(YAXIS),,$3.53080.001134 ETH,--,$0.00 ,"$3,290,294.00 ","$38,838,264.39 ",16080.00%,0x0ada190c81b814548ddc2f6adc4a689ce7c1fe73
820,Zus(ZCN),,$0.06760.000022 ETH,-9.05%,"$3,816.00 ","$3,274,321.00 ","$27,054,400.00 ",244830.00%,0xb9EF770B6A5e12E45983C5D80545258aA38F3B78
821,CRPT(CRPT),,$0.03830.000012 ETH,-2.88%,"$33,592.00 ","$3,248,923.00 ","$3,621,565.24 ",48640.00%,0x08389495d7456e1951ddf7c3a1314a4bfb646d8b
822,GOVI(GOVI),,$0.11830.000038 ETH,-2.97%,$318.00 ,"$3,216,288.00 ","$3,786,168.16 ",34280.00%,0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107
823,STIMA(STIMA),,$1.0090.000324 ETH,0.35%,"$12,879.00 ","$3,214,759.00 ","$32,155,457.76 ",640.00%,0xD2e5decc08A80be6538F89f9AB8ff296e2f724Df
824,MARS4(MARS4),,$0.00080.000000 ETH,4.37%,"$227,946.00 ","$3,210,075.00 ","$3,222,560.00 ",106740.02%,0x16cda4028e9e872a38acb903176719299beaed87
825,BoringDAO(BORING),,$0.0020.000001 ETH,-2.46%,"$1,175,572.00 ","$3,203,120.00 ","$3,206,678.82 ",17710.00%,0xbc19712feb3a26080ebf6f2f7849b417fdd792ca
826,EML Token(EML),,$0.08050.000026 ETH,-1.59%,"$49,271.00 ","$3,198,054.00 ","$160,927,346.98 ",10510.00%,0x03dde9e5bb31ee40a471476e2fccf75c67921062
827,Kylin Network Token(KYL),,$0.01180.000004 ETH,-3.70%,$0.00 ,"$3,176,615.00 ","$11,753,927.60 ",14890.00%,0x5d07f52ae5f779422447c2a32f58c93a15e7d6f2
828,/send(send),,$0.00010.000000 ETH,-4.28%,"$14,876.00 ","$3,168,667.00 ","$12,077,000.00 ",5520.00%,0x3f14920c99beb920afa163031c4e47a3e03b3e4a
829,VesperToken(VSP),,$0.36950.000119 ETH,-7.09%,"$1,456.00 ","$3,145,839.00 ","$3,695,410.00 ","8,475-0.012%",0x1b40183efb4dd766f11bda7a7c3ad8982e998421
830,Umbrella(UMB),,$0.00810.000003 ETH,-2.34%,"$185,345.00 ","$3,138,526.00 ","$3,158,576.17 ",101780.01%,0x6fc13eace26590b80cccab1ba5d51890577d83b2
831,AAG(AAG),,$0.00640.000002 ETH,-7.87%,$77.00 ,"$3,123,423.00 ","$6,368,890.00 ","1,231-0.081%",0x5ba19d656b65f1684cfea4af428c23b9f3628f97
832,eBTC(EBTC),,"$62,974.0020.218018 ETH",-4.94%,"$288,512.00 ","$3,104,951.00 ","$3,085,726.00 ",380.00%,0x661c70333aa1850ccdbae82776bb436a0fcfeefb
833,Linq(LINQ),,$0.0310.000010 ETH,-5.00%,"$2,054.00 ","$3,101,094.00 ","$3,101,094.00 ",29620.00%,0x3e34eabF5858a126cb583107E643080cEE20cA64
834,Wombat Token(WOM),,$0.0140.000005 ETH,-1.98%,"$143,111.00 ","$3,087,865.00 ","$235,734.89 ",2030.00%,0xc0b314a8c08637685fc3dafc477b92028c540cfb
835,Verse(VERSE),,$0.00020.000000 ETH,-7.92%,"$50,165.00 ","$3,077,124.00 ","$34,309,828.97 ",95700.09%,0x249ca82617ec3dfb2589c4c17ab7ec9765350a18
836,neutaro($NTMPI),,$0.040.000013 ETH,-2.31%,"$84,160.00 ","$3,058,198.00 ","$384,983.40 ",209,0x53be7be0ce7f92bcbd2138305735160fb799be4f
837,Metronome2(MET),,$0.4930.000158 ETH,2.57%,$804.00 ,"$3,055,673.00 ","$7,088,959.10 ",5730.00%,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa
838,QuadrantProtocol(eQUAD),,$0.00560.000002 ETH,--,$4.00 ,"$3,045,635.00 ","$5,607,020.00 ",37430.00%,0xc28e931814725bbeb9e670676fabbcb694fe7df2
839,Dopex Rebate Token(rDPX),,$2.230.000716 ETH,--,$40.00 ,"$3,044,296.00 ","$5,017,500.00 ",7470.00%,0x0ff5a8451a839f5f0bb3562689d9a44089738d11
840,mStable USD(mUSD),,$1.0010.000321 ETH,--,$328.00 ,"$3,022,660.00 ","$3,023,635.62 ",56460.00%,0xe2f2a5c287993345a840db3b0845fbc70f5935a5
841,Wrapped CHI(WCHI),,$0.05460.000018 ETH,-0.76%,"$5,745.00 ","$3,020,515.00 ","$4,260,717.89 ",4530.00%,0x6dc02164d75651758ac74435806093e421b64605
842,EVAI.IO(EVAI),,$0.12870.000041 ETH,1.04%,$67.00 ,"$3,009,856.00 ","$128,705,000.00 ",9350.00%,0x50f09629d0afdf40398a3f317cc676ca9132055c
843,Monolith(TKN),,$0.08290.000027 ETH,-1.97%,$37.00 ,"$3,005,455.00 ","$3,267,840.87 ",67130.00%,0xaaaf91d9b90df800df4f55c205fd6989c977e73a
844,B.Protocol(BPRO),,$0.63550.000204 ETH,--,$12.00 ,"$3,001,357.00 ","$3,001,356.04 ",12780.00%,0xbbbbbbb5aa847a2003fbc6b5c16df0bd1e725f61
845,Iron Bank EUR(ibEUR),,$0.99860.000321 ETH,-2.11%,"$3,645.00 ","$2,993,793.00 ","$2,995,806.00 ",4410.00%,0x96e61422b6a9ba0e068b6c5add4ffabc6a4aae27
846,Zero Knowledge Network(0KN),,$0.00040.000000 ETH,-10.39%,"$8,508.00 ","$2,973,685.00 ","$3,722,400.00 ","3,614-0.111%",0x4594cffbfc09bc5e7ecf1c2e1c1e24f0f7d29036
847,Revain(REV),,$0.000.000000 ETH,--,$2.00 ,"$2,966,877.00 ","$2,124,710.32 ",918960.00%,0x2ef52Ed7De8c5ce03a4eF0efbe9B7450F2D7Edc9
848,LockTrip(LOC),,$0.1780.000057 ETH,-6.71%,$880.00 ,"$2,938,788.00 ","$3,308,128.80 ",339960.00%,0x5e3346444010135322268a4630d2ed5f8d09446c
849,Media Network Token(MEDIA),,$11.630.003734 ETH,-3.84%,"$39,477.00 ","$2,908,259.00 ","$11,630,000.00 ",92,0xdb726152680ece3c9291f1016f1d36f3995f6941
850,Media Token(MEDIA),,$11.630.003734 ETH,-3.84%,"$39,477.00 ","$2,908,259.00 ","$116,300,000.00 ",20.00%,0xC7F3ec6e0259ce1E2BEAbAc42e2f0478CA8D74e1
851,Veloce(VEXT),,$0.01590.000005 ETH,-11.46%,"$579,928.00 ","$2,856,559.00 ","$412,911.13 ",3180.00%,0xB2492E97a68a6E4B9E9a11B99F6C42E5aCCD38c7
852,Splintershards(SPS),,$0.00580.000002 ETH,-3.83%,"$52,507.00 ","$2,840,305.00 ","$1,393,413.60 ",5810.00%,0x00813E3421E1367353BfE7615c7f7f133C89df74
853,holoride(RIDE),,$0.00330.000001 ETH,-4.42%,"$27,621.00 ","$2,834,487.00 ","$3,305,530.00 ",1950.00%,0xf97e2A78f1f3D1fD438ff7cC3BB7De01E5945B83
854,PolkaBridge(PBR),,$0.03920.000013 ETH,-2.27%,"$66,319.00 ","$2,827,806.00 ","$2,939,651.73 ","12,210-0.008%",0x298d492e8c1d909d3f63bc4a36c66c64acb3d695
855,Exeedme(XED),,$0.03130.000010 ETH,-5.55%,"$24,887.00 ","$2,823,489.00 ","$3,134,841.00 ",106720.00%,0xee573a945b01b788b9287ce062a0cfc15be9fd86
856,pTokens SAFEMOON(pSAFEMOON),,$0.000.000000 ETH,--,$0.00 ,"$2,801,141.00 ","$7,862.90 ",197450.01%,0x16631e53c20fd2670027c6d53efe2642929b285c
857,Tether CNH(CNHT),,$0.13650.000044 ETH,-1.46%,$392.00 ,"$2,800,182.00 ","$3,411,825.00 ",480.00%,0x6e109e9dd7fa1a58bc3eff667e8e41fc3cc07aef
858,Morpheus Infrastructure Node(MIND),,$0.0020.000001 ETH,-5.14%,"$71,379.00 ","$2,791,436.00 ","$4,288,872.00 ",13730.00%,0xc9eb61ffb66d5815d643bbb8195e17c49687ae1e
859,Morpheus Infrastructure Token(MITx),,$0.0020.000001 ETH,-5.14%,"$71,379.00 ","$2,791,436.00 ","$2,042,320.00 ",1117430.00%,0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6
860,MultiVAC(MTV),,$0.00080.000000 ETH,-8.05%,"$153,683.00 ","$2,768,110.00 ","$8,006,100.00 ",193950.00%,0x6226e00bCAc68b0Fe55583B90A1d727C14fAB77f
861,Convergence(CONV),,$0.00070.000000 ETH,-12.15%,"$1,376,886.00 ","$2,767,460.00 ","$7,039,100.00 ","9,249-0.011%",0xc834fa996fa3bec7aad3693af486ae53d8aa8b50
862,Dypius(DYP),,$0.02770.000009 ETH,-4.76%,"$207,203.00 ","$2,758,615.00 ","$6,379,362.17 ",14350.00%,0x39b46B212bDF15b42B166779b9d1787A68b9D0c3
863,DEUS(DEUS),,$19.830.006366 ETH,-3.68%,"$13,165.00 ","$2,746,579.00 ","$1,097,709.48 ",6740.00%,0xde5ed76e7c05ec5e4572cfc88d1acea165109e44
864,dotmoovs(MOOV),,$0.00270.000001 ETH,-7.64%,"$627,396.00 ","$2,744,312.00 ","$2,743,180.00 ",10700.00%,0x4116f14b6d462B32a1C10F98049E4B1765e34FA9
865,Tamadoge(TAMA),,$0.0020.000001 ETH,-3.74%,"$50,598.00 ","$2,729,816.00 ","$2,847,995.85 ","28,907",0x12b6893ce26ea6341919fe289212ef77e51688c8
866,Champignons of Arborethia(CHAMPZ),,$0.00290.000001 ETH,-6.62%,"$6,579.00 ","$2,709,202.00 ","$2,897,950.00 ","2,115-0.095%",0x571e21a545842c6ce596663cda5caa8196ac1c7a
867,D-Drops(DOP),,$0.01550.000005 ETH,-5.44%,$575.00 ,"$2,708,815.00 ","$5,218,374.38 ",335-0.299%,0x2a7cad775fd9c5c43f996a948660ffc21b4e628c
868,Game Coin(GAME),,$0.08860.000028 ETH,-2.34%,"$105,448.00 ","$2,705,016.00 ","$8,864,500.00 ",20820.00%,0xd567b5f02b9073ad3a982a099a23bf019ff11d1c
869,Precipitate.AI(RAIN),,$0.00270.000001 ETH,-2.73%,"$23,011.00 ","$2,701,569.00 ","$2,701,570.00 ","2,086-0.144%",0xe3944ab788a60ca266f1eec3c26925b95f6370ad
870,Quick Intel(QKNTL),,$0.03360.000011 ETH,-6.72%,"$1,358.00 ","$2,683,719.00 ","$2,685,799.72 ","1,635-0.061%",0xbcd4D5AC29E06e4973a1dDcd782cd035d04BC0b7
871,Juicebox(JBX),,$0.00140.000000 ETH,-5.37%,$249.00 ,"$2,676,147.00 ","$2,795,399.61 ",3020.00%,0x4554cc10898f92d45378b98d6d6c2dd54c687fb2
872,Bondly(BONDLY),,$0.00270.000001 ETH,-5.41%,"$82,735.00 ","$2,648,189.00 ","$2,648,188.60 ","9,001-0.011%",0x91dfbee3965baaee32784c2d546b7a0c62f268c9
873,Banana(BANANA),,$0.38690.000124 ETH,-0.39%,"$23,554.00 ","$2,645,820.00 ","$4,285,028.43 ",13440.00%,0x94e496474f1725f1c1824cb5bdb92d7691a4f03a
874,Rari Governance Token(RGT),,$0.21190.000068 ETH,-3.14%,$17.00 ,"$2,642,962.00 ","$2,645,721.92 ",94390.00%,0xD291E7a03283640FDc51b121aC401383A46cC623
875,Linker Coin(LNC),,$0.02340.000007 ETH,-4.97%,$0.00 ,"$2,633,792.00 ","$7,006,217.17 ",135470.00%,0x6BEB418Fc6E1958204aC8baddCf109B8E9694966
876,DogeGF(DOGEGF),,$0.000.000000 ETH,-4.04%,"$1,827.00 ","$2,630,788.00 ","$6,852,448.20 ",73100.00%,0xfb130d93e49dca13264344966a611dc79a456bc5
877,Deri(DERI),,$0.020.000006 ETH,-1.41%,"$36,063.00 ","$2,623,570.00 ","$9,696,176.61 ",10210.00%,0xa487bf43cf3b10dffc97a9a744cbb7036965d3b9
878,OraiDEX Token(ORAIX),,$0.00520.000002 ETH,-4.20%,"$256,018.00 ","$2,597,579.00 ","$518,880.00 ",4120.00%,0x2d869ae129e308f94cc47e66eaefb448cee0d03e
879,Kerosene(KEROSENE),,$0.03110.000010 ETH,3.59%,"$84,583.00 ","$2,585,924.00 ","$31,098,000.00 ",953,0xf3768d6e78e65fc64b8f12ffc824452130bd5394
880,VNX Euro(VEUR),,$1.0770.000346 ETH,-0.45%,"$67,080.00 ","$2,581,618.00 ","$125,392.96 ",260.00%,0x6ba75d640bebfe5da1197bb5a2aff3327789b5d3
881,Dock(DOCK),,$0.00290.000001 ETH,-0.97%,"$113,862.00 ","$2,572,140.00 ","$2,934,834.75 ",281560.00%,0xe5dada80aa6477e85d09747f2842f7993d0df71c
882,ArkiTech(ARKI),,$0.04180.000013 ETH,-1.31%,"$59,844.00 ","$2,569,537.00 ","$2,928,961.64 ","1,966-0.051%",0xd3210f246ae54c5a45a7b4a83315bf718f591bfc
883,Holograph Utility Token(HLG),,$0.00170.000001 ETH,-14.95%,"$185,565.00 ","$2,562,119.00 ","$16,830,203.99 ",13541.26%,0x740df024ce73f589acd5e8756b377ef8c6558bab
884,ProBit Token(PROB),,$0.09160.000029 ETH,-2.83%,"$78,370.00 ","$2,532,798.00 ","$17,407,420.00 ",2200.00%,0xfb559ce67ff522ec0b9ba7f5dc9dc7ef6c139803
885,PoolTogether(POOL),,$0.43170.000139 ETH,-0.04%,"$2,379.00 ","$2,510,083.00 ","$4,317,330.00 ","8,454-0.012%",0x0cec1a9154ff802e7934fc916ed7ca50bde6844e
886,choise.com Token(CHO),,$0.02280.000007 ETH,-2.25%,"$1,085,146.00 ","$2,497,736.00 ","$22,775,120.00 ",33210.18%,0xbba39fd2935d5769116ce38d46a71bde9cf03099
887,Wecan(WECAN),,$0.00140.000000 ETH,-4.29%,"$2,583.00 ","$2,493,458.00 ","$2,894,760.00 ",142-0.704%,0xea60cd69f2b9fd6eb067bddbbf86a5bdeffbbc55
888,Vestchain(VEST),,$0.00060.000000 ETH,-4.96%,$0.00 ,"$2,490,726.00 ","$5,584,949.84 ",292160.00%,0x37f04d2c3ae075fad5483bb918491f656b12bdb6
889,EDUM(EDUM),,$0.48520.000156 ETH,1.61%,"$10,079.00 ","$2,484,256.00 ","$727,774,500.00 ",2570.00%,0xac9518ba93eeb2336a03137d254d8cc2e4d0fa38
890,Kine Governance Token(KINE),,$0.12260.000039 ETH,-2.92%,"$123,894.00 ","$2,469,355.00 ","$12,257,800.00 ",30550.00%,0xcbfef8fdd706cde6f208460f2bf39aa9c785f05d
891,OCC(OCC),,$0.09540.000031 ETH,5.10%,"$73,937.00 ","$2,422,955.00 ","$9,540,900.00 ","8,903-0.022%",0x2f109021afe75b949429fe30523ee7c0d5b27207
892,AIR Token(AIR),,$0.06560.000021 ETH,0.67%,"$3,610,249.00 ","$2,412,968.00 ","$65,578,000.00 ",812-0.246%,0x294B9dA569c0d694870239813Bbe7B5824FD2339
893,PAR Stablecoin(PAR),,$1.0760.000345 ETH,-0.41%,"$5,038.00 ","$2,412,749.00 ","$4,707,814.19 ",15450.07%,0x68037790a0229e9ce6eaa8a99ea92964106c4703
894,Safe Haven Token(SHA),,$0.00030.000000 ETH,-12.90%,"$2,330.00 ","$2,333,396.00 ","$2,332,315.00 ",40.00%,0x40fEd5691e547885cABd7A2990De719DCc8497FC
895,Hop(HOP),,$0.0310.000010 ETH,-5.05%,"$92,559.00 ","$2,332,634.00 ","$31,027,800.00 ",135950.02%,0xc5102fe9359fd9a28f877a67e36b0f050d81a3cc
896,Tokenomy(TEN),,$0.02020.000006 ETH,-4.49%,"$11,128.00 ","$2,331,936.00 ","$4,037,580.00 ",46220.00%,0xdd16ec0f66e54d453e6756713e533355989040e4
897,My DeFi Pet Token(DPET),,$0.04640.000015 ETH,-3.94%,"$171,900.00 ","$2,330,794.00 ","$44,028.03 ","1,668",0xfb62ae373aca027177d1c18ee0862817f9080d08
898,Meta Apes Peel(PEEL),,$0.01310.000004 ETH,-15.30%,"$2,717.00 ","$2,304,551.00 ","$108,620.55 ",10690.00%,0x1ed81e03d7ddb67a21755d02ed2f24da71c27c55
899,Gravita Debt Token(GRAI),,$0.98750.000317 ETH,0.12%,"$817,805.00 ","$2,302,676.00 ","$2,300,812.06 ",904-0.111%,0x15f74458ae0bfdaa1a96ca1aa779d715cc1eefe4
900,Polkaswap(PSWAP),,$0.00060.000000 ETH,-17.58%,"$14,350.00 ","$2,287,518.00 ","$504,879.92 ",91770.00%,0x519c1001d550c0a1dae7d1fc220f7d14c2a521bb
901,Lattice Token(LTX),,$0.07130.000023 ETH,-6.96%,"$43,376.00 ","$2,286,345.00 ","$7,125,800.00 ","13,562-0.015%",0xa393473d64d2F9F026B60b6Df7859A689715d092
902,Lush AI(LUSH),,$0.00050.000000 ETH,-4.78%,"$4,008.00 ","$2,278,742.00 ","$9,546,693.82 ","1,800",0xdc247546a6551117c8Ea82DB2Cc0AD6e048e5f6e
903,Juggernaut DeFi(JGN),,$0.01510.000005 ETH,-3.82%,"$64,681.00 ","$2,259,300.00 ","$2,259,300.09 ",14130.00%,0x73374Ea518De7adDD4c2B624C0e8B113955ee041
904,DePay(DEPAY),,$0.33720.000108 ETH,1.77%,$7.00 ,"$2,255,513.00 ","$9,003,821.66 ",13830.00%,0xa0bEd124a09ac2Bd941b10349d8d224fe3c955eb
905,stakedETH(stETH),,$34.190.010977 ETH,--,$0.00 ,"$2,232,361.00 ","$2,235,308.01 ",2410.00%,0xdfe66b14d37c77f4e9b180ceb433d1b164f0281d
906,Tuna Chain(TUNA),,$0.04130.000013 ETH,-10.18%,"$54,968.00 ","$2,229,631.00 ","$8,679,111.00 ",24790.00%,0xaDD353fb2e2c563383FF3272a500f3e7134DAfe4
907,MBD Financials(MBD),,$0.00010.000000 ETH,-7.40%,"$55,499.00 ","$2,211,327.00 ","$3,408,400.00 ",9520.11%,0xaaf449bf8a33a32575c31ba8cbb90612dd95acfa
908,UnoRe(UNO),,$0.01650.000005 ETH,-4.86%,"$140,957.00 ","$2,208,111.00 ","$6,363,651.85 ",40540.07%,0x474021845c4643113458ea4414bdb7fb74a01a77
909,ApeBond(ABOND),,$0.01150.000004 ETH,-4.07%,"$118,508.00 ","$2,202,800.00 ","$306,494.09 ",4460.45%,0xe6828D65bf5023AE1851D90D8783Cc821ba7eeE1
910,NanoByte Token(NBT),,$0.00170.000001 ETH,-1.81%,"$3,408.00 ","$2,186,135.00 ","$1,694,810.00 ",730.00%,0x446F2A8A39Cc730ef378Be759A3c57f1a3fE824c
911,Compound 0x(cZRX),,$0.00730.000002 ETH,-4.51%,$14.00 ,"$2,158,859.00 ","$2,168,480.14 ",31240.00%,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407
912,ECO(ECO),,$0.00870.000003 ETH,--,$107.00 ,"$2,153,830.00 ","$80,147,579.69 ","1,117-0.090%",0x8dbf9a4c99580fc7fd4024ee08f3994420035727
913,Jarvis Reward Token(JRT),,$0.00530.000002 ETH,-2.57%,$57.00 ,"$2,112,628.00 ","$3,005,873.45 ",32430.00%,0x8a9c67fee641579deba04928c4bc45f66e26343a
914,SmartMesh Token(SMT),,$0.00130.000000 ETH,-4.01%,"$57,984.00 ","$2,108,614.00 ","$3,975,905.41 ","88,193",0x21f15966e07a10554c364b988e91dab01d32794a
915,Saakuru(SKR),,$0.02460.000008 ETH,-5.91%,"$924,019.00 ","$2,080,790.00 ","$21,533.01 ",276,0xe2dca969624795985f2f083bcd0b674337ba130a
916,Wrapped Stream(WSTRM),,$0.00140.000000 ETH,0.94%,"$355,192.00 ","$2,055,680.00 ","$9,397.93 ",99,0x94a7f270cd12545a277e656266aef5e27df3eb28
917,Damex Token(DAMEX),,$0.03870.000012 ETH,0.09%,"$180,317.00 ","$2,053,112.00 ","$14,272,899.86 ",322,0x00e679ba63b509182c349f5614f0a07cdd0ce0c5
918,MetalCore(MCG),,$0.00530.000002 ETH,-4.92%,"$29,125.00 ","$2,041,866.00 ","$15,751,794.05 ","3,517",0xc9E503562d0Db0A2629288a5D3b1c94Ea7741869
919,Neos Credits(NCR),,$0.04940.000016 ETH,-2.04%,$71.00 ,"$2,007,493.00 ","$2,468,536.00 ",48240.00%,0xdb5c3c46e28b53a39c255aa39a411dd64e5fed9c
920,DerivaDAO(DDX),,$0.03760.000012 ETH,--,$20.00 ,"$2,003,269.00 ","$2,003,406.79 ",28690.00%,0x3a880652f47bfaa771908c07dd8673a787daed3a
921,Oath Token(OATH),,$0.01310.000004 ETH,-11.25%,"$1,409.00 ","$1,997,656.00 ","$41,688.54 ",8,0xd20523b39fAF1D6e9023a4D6085f87B7b0DE7926
922,Avocado DAO Token(AVG),,$0.0190.000006 ETH,-2.53%,"$26,195.00 ","$1,967,693.00 ","$19,032,210.00 ",26280.00%,0xa41f142b6eb2b164f8164cae0716892ce02f311f
923,BBS(BBS),,$0.03260.000010 ETH,-1.72%,"$3,069.00 ","$1,962,060.00 ","$32,560,488.07 ",809,0xFe459828c90c0BA4bC8b42F5C5D44F316700B430
924,Aether Games(AEG),,$0.02410.000008 ETH,-4.63%,"$69,695.00 ","$1,932,717.00 ","$163,132.72 ",109-0.917%,0xf0187b76be05c1fcaa24f39c0a3aab4434099c4f
925,Etherland(ELAND),,$0.04950.000016 ETH,-6.68%,"$97,230.00 ","$1,913,514.00 ","$3,133,847.11 ",22260.00%,0x33e07f5055173cf8febede8b21b12d1e2b523205
926,NAGA Coin(NGC),,$0.02450.000008 ETH,2.76%,"$90,777.00 ","$1,909,030.00 ","$1,907,740.38 ",474930.00%,0x72dd4b6bd852a3aa172be4d6c5a6dbec588cf131
927,GALAXIS Token(GALAXIS),,$0.00590.000002 ETH,19.19%,"$4,227,111.00 ","$1,908,566.00 ","$44,231,926.60 ",6670.30%,0x423071774c43c0aaf4210b439e7cda8c797e2f26
928,Mettalex(MTLX),,$1.69740.000545 ETH,-5.28%,"$15,591.00 ","$1,906,207.00 ","$67,896,772.15 ","5,888-0.034%",0x2e1E15C44Ffe4Df6a0cb7371CD00d5028e571d14
929,Abyss(ABYSS),,$0.00830.000003 ETH,0.26%,$336.00 ,"$1,903,986.00 ","$4,226,216.58 ",112850.00%,0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6
930,Alongside Crypto Market Index(AMKT),,$175.950.056489 ETH,-3.56%,"$2,685.00 ","$1,894,240.00 ","$1,875,451.05 ",13300.00%,0xf17a3fe536f8f7847f1385ec1bc967b2ca9cae8d
931,LilAI(LILAI),,$0.00260.000001 ETH,-3.85%,$592.00 ,"$1,892,901.00 ","$15,835.92 ",24,0x85cf7f10683c73359e7b06c082eef5851ff2956d
932,Sturdy Token(STRDY),,$0.2920.000094 ETH,-17.39%,"$129,510.00 ","$1,891,977.00 ","$29,204,000.00 ","2,287-0.044%",0xaeB3607eC434454ceB308f5Cd540875efb54309A
933,Compound ChainLink Token(cLINK),,$0.25470.000082 ETH,-3.59%,$0.00 ,"$1,885,495.00 ","$1,891,626.39 ",861,0xface851a4921ce59e912d19329929ce6da6eb0c7
934,Cardstack(CARD),,$0.00060.000000 ETH,-16.02%,"$38,090.00 ","$1,859,160.00 ","$3,739,680.00 ",66310.00%,0x954b890704693af242613edef1b603825afcd708
935,Lympo tokens(LYM),,$0.00220.000001 ETH,-0.88%,"$123,852.00 ","$1,849,982.00 ","$2,190,960.00 ",756870.00%,0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5
936,AlphaScan(ASCN),,$0.03770.000012 ETH,-2.57%,"$14,504.00 ","$1,838,838.00 ","$116,295.42 ",63,0x378e97d19cf319eb311748ff4d9971dc349c8ad4
937,Neuroni.AI(NEURONI),,$0.22460.000072 ETH,-5.15%,"$2,125.00 ","$1,835,208.00 ","$1,908,662.93 ","1,668-0.180%",0x922e2708462c7a3d014d8344f7c4d92b27ecf332
938,LightLink(LL),,$0.02240.000007 ETH,-1.21%,"$269,384.00 ","$1,825,912.00 ","$22,357,140.40 ",59630.03%,0x0921799CB1d702148131024d18fCdE022129Dc73
939,DSLA(DSLA),,$0.00030.000000 ETH,-2.27%,"$33,778.00 ","$1,813,054.00 ","$1,880,653.10 ",98040.01%,0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe
940,Nerve Network(NVT),,$0.00650.000002 ETH,-6.64%,$919.00 ,"$1,812,336.00 ","$2,314.14 ",610.00%,0x7b6f71c8b123b38aa8099e0098bec7fbc35b8a13
941,Donut(DONUT),,$0.0080.000003 ETH,0.75%,"$1,310.00 ","$1,767,920.00 ","$1,767,921.05 ",58930.00%,0xc0f9bd5fa5698b6505f643900ffa515ea5df54a9
942,Wombat(WOMBAT),,$0.00060.000000 ETH,-6.49%,"$57,173.00 ","$1,765,318.00 ","$5,375,781.17 ","1,316-0.076%",0x0c9c7712c83b3c70e7c5e11100d33d9401bdf9dd
943,EUROe Stablecoin(EUROe),,$1.0880.000349 ETH,-0.19%,"$26,412.00 ","$1,761,660.00 ","$769,371.58 ",1380.00%,0x820802fa8a99901f52e39acd21177b0be6ee2974
944,Standard(STND),,$0.01930.000006 ETH,3.18%,"$210,595.00 ","$1,759,505.00 ","$1,828,525.29 ",14550.07%,0x9040e237c3bf18347bb00957dc22167d0f2b999d
945,Kromatika(KROM),,$0.02080.000007 ETH,-6.78%,"$25,930.00 ","$1,712,412.00 ","$2,076,789.00 ",26010.00%,0x3af33bef05c2dcb3c7288b77fe1c8d2aeba4d789
946,Sheboshis(SHEB),,$85.34270.027400 ETH,4.67%,"$85,591.00 ","$1,706,854.00 ","$1,706,854.24 ",24870.00%,0x5de869e3e62b0fb2c15573246ba3bb3fd97a2275
947,Spice(SFI),,$21.250.006822 ETH,-11.40%,"$5,313.00 ","$1,700,950.00 ","$1,957,613.75 ","13,489-0.015%",0xb753428af26e81097e7fd17f40c88aaa3e04902c
948,XWG(XWG),,$0.00050.000000 ETH,-7.68%,"$57,237.00 ","$1,696,595.00 ","$1,994,451.35 ",2050.00%,0x0a77ef9bf662d62fbf9ba4cf861eaa83f9cc4fec
949,CryptoFranc(XCHF),,$1.130.000363 ETH,-8.61%,"$4,405.00 ","$1,691,818.00 ","$1,361,650.00 ",6540.00%,0xb4272071ecadd69d933adcd19ca99fe80664fc08
950,DinoLFG(DINO),,$0.00540.000002 ETH,-21.62%,"$119,815.00 ","$1,680,081.00 ","$1,788,303.33 ","7,425-0.162%",0x49642110b712c1fd7261bc074105e9e44676c68f
951,Populous(PPT),,$0.04620.000015 ETH,-3.96%,"$276,573.00 ","$1,676,623.00 ","$2,462,219.84 ",292490.00%,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a
952,Wasder Token(WAS),,$0.00280.000001 ETH,-11.10%,"$141,863.00 ","$1,671,452.00 ","$2,798,607.19 ","6,688-0.015%",0x0c572544a4ee47904d54aaa6a970af96b6f00e1b
953,Granary Token(GRAIN),,$0.00690.000002 ETH,-4.17%,$598.00 ,"$1,658,653.00 ","$357,450.98 ",511,0xf88baf18fab7e330fa0c4f83949e23f52fececce
954,Blockchain Certified Data Token(BCDT),,$0.04660.000015 ETH,-7.17%,"$37,871.00 ","$1,637,051.00 ","$1,902,066.54 ",11310.00%,0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5
955,Follow(FOLO),,$0.00560.000002 ETH,-4.58%,$339.00 ,"$1,628,049.00 ","$2,324,179.44 ",11760.00%,0xb2a63a5dd36c91ec2da59b188ff047f66fac122a
956,MPRO(MPRO),,$0.03120.000010 ETH,-16.20%,"$108,897.00 ","$1,618,914.00 ","$7,180,025.35 ",6170.49%,0xd88611a629265c9af294ffdd2e7fa4546612273e
